segment_id,순위,이름,이용자수,누적기록,거리_km,경사,시작_위도,시작_경도,끝_위도,끝_경도,경로
7455930,11,[휴레] 남산TR Part 2,19041,145066,3.09,0.6,37.55498,126.98401,37.550949,126.997625,qgjcF{treWoAbAWVU\[ZUZSd@{@|@aAt@uA~As@l@]L[QYYMWNc@D@@@Oj@CMk@g@We@SG{At@YRc@Te@JUX]TW?sAYe@GY[QGcCDSUYIc@E_BGuA?}@Qy@o@_Aa@yE_Cq@g@cBoBy@w@{A}@[ISACl@@NDFWAE@AFBx@E^W~@m@Ig@f@OTOFQDCAmAtAAFHJBJABWDQAYa@CFODCB?VGDAHKLCHKDI?E@GLGR@BGZ[t@ERGH@LMPARY`@GBm@Mc@H_@BUE]BgAC_@O[A_@Ku@Ge@Ma@Gc@Hm@DOCq@e@w@UMQQKY_@GCc@Aa@B[E]Ug@GkATq@DEAKOGC[@SFgAE_@K_AISOc@Mm@Ti@J}@AS@]A_@G]QKAQCo@DY?o@MS@OGs@AE@QREBIBO?KDi@A_@DYEYDs@IQOo@[CEAK@EAQ[YQGWAKQWGSKa@UQQIQIYi@eAM_@k@e@u@}@IOGS_@[I]SCMGEIAMISBFAPFBTXAPMFMGGISAGBSGSBSDu@\e@`@QJGHo@POLE@GEI?a@Jc@@MA]MToA?kBD]KWGw@GMGGEKCU?[Im@Y_AGG@MEGIEIOIA@SBE?WKOMK?WKq@IEW@[g@K[MIUk@M@SH_A?}@uAAEQOOCKOGAi@LI?MKOBIDYBm@KSOICa@b@EB]ASSKU@[Iw@QQAYMEi@e@BDFAUMKKKSI[Yg@SUi@UQUKUIIa@aAIk@IKeAg@gAoAq@WKMKo@KUWYM_@GYAOHc@Du@QcAGSIIIC]Ea@q@aA_A[UAGKEKQICQAi@L_@T{@\i@La@j@E\EWF_@?a@?YCIIMIWKKqAYSO?]BSGMOWCQSWSc@_@c@?QGIDa@AWGGS?ICMDON@YKk@@MBFETFE?ASLOBUCYSk@UQBGBWTDC@ICMECDKIIAI?IFMJM?EDCDM?DEFICAGg@KECKk@IWIK]OU@IMc@CUB_@E]QYa@Ig@Ka@@]AMUm@OED?DSFw@YQSUMAKEUW?@AITGDDLB@AIe@IUy@c@MSWQ?o@Ri@B[KUa@a@YQAQGOEQ@EEK?QDKCOa@q@C[Mm@CaAEGMi@@QAGIGAIBSCIDg@Ka@HSGUEe@@KGQMOM]q@{@OIOECIUQGCc@@]S]KUQI_@?_@GSAM@QEk@QEY@WGSIYUc@OUY}@u@AKQ[Kc@QYMK@KBGOy@KU@EA]Gq@ESUk@C[Me@?GIEFQE[BWDWDMJKf@eAJy@AQM[@e@EUH[@KGWIkAKS]Aa@I[Oa@i@GCDOZa@BIZi@FUBi@?SOc@?M@GKUAGGUAOQs@m@y@COKQOMWEKIWGIQGm@@IG]Ci@ECGA[DUOKSKIM_@W]KICWKU@UESKMOYQIUk@i@QOMSDIEQ??GIOSG@IWy@GC?IG?CI?QAKOHGCKMWGEOO[GWIUIIBENOh@@t@L|Az@v@VvBErAHnA[r@YZ@VBh@PZZb@Nj@Bd@HhA^`@X`@Lf@Vj@d@|@j@SEOQMGSSA_@NOPKTIZCNMJQKW?EXg@JCHUZg@LIPFREFDPAV@RRD^DBDCAGJMn@c@RWp@k@`@c@HMAA^]LYNCDBNAZKRERHLA`@FHAHCFKROLEJAbAa@f@CP@f@QPANFN@FIH@FCRABIVBXCTIVEHGz@IN@d@NXEPBx@EVRDLVRd@Jh@D\C^FHFVl@Tv@PXNb@Vf@JJBJd@f@\d@LJd@XXBTPVFL@XNR?NAPUNK\XLBb@CPF\B\IJ?JBFJRDz@BTBFAh@HTGZEv@J\CTELOd@Ut@Mb@@\AHD^Q^BJEhAMPKf@GN@|@OZ?ZFX@NDl@EXO`@Ml@FJGZBTCRBNGNCF@DCN?TIz@IZOh@BZNHCJBHFTBh@b@YSa@MAIBEBEFBHEH?HERC^FZ?h@Ln@HLCL@NGLFjAABORGL@RSJ?ZOD?PKJ@DDFAF@HFPF^?JBRTFDJKBIDCL@XEf@TZF~@EVBP?JCJDHAVNZ@HDVBv@e@HBJGF?b@KPMLCb@c@RALELMh@]t@G\@\In@SPDLARIN?RCP@PCBB\IRBTILH\Ab@BLEBIL@FJH@NFTANBPGF?@IJFPBHZ?FJPL?FHLCb@JTI\E|@_@p@S`@e@JCn@HZ@HANFVDPJp@Fv@V^R~@TPLXZFBPRJB\Eb@UjAMn@Q`@D`@CNB`@LjAV~@Nz@D~@I~@_@ZAXKf@F|@KLEh@It@@pARhBx@XXXj@Lv@FjANl@?NALDN?NT^b@j@FP@NPj@Hd@Xd@Vr@RNLv@JTLp@Ph@p@`AJh@@TLXHb@@d@BREx@w@jDIj@?bALh@Fd@Ab@Z`AZvADj@^`B~@hCZjAFn@Lt@Hl@Cl@Bt@Nd@FdAh@jDAHF^?`@VvCFZh@x@Lb@Jf@@b@XfA@d@Cd@K`@ObAYnAk@hAm@|@[ZeAn@UTa@z@Qh@Il@@l@JxA?d@HbCCp@@VHj@LXFj@DzACd@JpAHb@JlCPjAx@rCFr@H^Rd@NfAHVFd@FHRp@l@bEBrAAbABfABPADDd@DN?NDJ@VALLz@C\?FLR?f@PVb@b@b@t@VZb@x@TRJ^tB|C`@|@HZXd@\\XHb@DXVJ@BAbAEh@VXf@v@C^KJ@LCN?ZHR`@d@`@HXd@|@LLb@j@Rf@Fr@Rh@Hb@@P
5408106,12,63 Building > 한강철교 ,16831,72536,0.98,-0.7,37.52034,126.941338,37.517091,126.949153,}jkcF_cueWLEFBJ?NCBF?FGRCBGJb@TXFJATFFCHDj@GRDRJLPPDHLLAFBRXTIp@g@ZQ`@CVDJHPFF?DMNGH?LFTRBFTBJJTALLHRH`@CVBTPNFb@HFF@HHBP?h@NNBHHFLPJD@A@DR@NHTCNHLBBBRBLCNMd@IJITCJQHDJ@FCXHJABBHBJAPHJ@BDBBXHd@Jh@FDGDYTYBUE]BQDECIBIDGH?POF@JCF@BGFCBYQCGG?MIG@WEE?EKQDm@Je@?OBIAGDGJi@EQBU@CFAFBN?BBFKVIDE@GK[
19302594,13,Ichon Dirt Path(E2W),16763,70020,0.92,-0.6,37.51483,126.980972,37.516565,126.971039,uhmcF}fueWAACBGAEGOCGOGGESABEAKJKK?KWIG?QIAIKGA@GCM@AK[MAIMC?GEE@CD?CGDIDC@O
12871071,14,banpo to ichon,15703,64353,2.1,-0.3,37.518446,126.993044,37.516851,126.970511,kvkcF_steWE?IKIAg@B?FDF?XEPMLI?[O_@E@DIF?FKJIVk@`Ae@JY?OKWCg@QYOIMCKCCS@GE[?_@JS?EAOSGD[Ka@a@IUAMOWGG?ECCIOEGMGEIQWI?AICAI?GNG@YGMAMBEEG?UQAEODW?GHEBI?EB?BG?ADKDM@[LIAWQISOQWQEAEBGEKa@EAABE?CCAEEGEc@IGIS@IIK@MCMOEKBYOISQMEKEBW?
21112124,15,Yeomchang Tunnel to GaYang Bridge,15649,63538,1.59,-0.1,37.557138,126.872491,37.566179,126.858658,wlkcF_oveWWEi@a@c@EiAGc@Mg@EiA@e@Ee@BEAAQc@LO@W?e@GU@C@e@A{@j@KDM?[Wk@Y]YKQGGOCWAeAF{@Le@Da@L_@CGASe@iAi@kAYc@Ca@Ta@N_A]c@EWKYQDC?MGu@IWIGK@YNU?WE]BMHWFq@`@a@HMGCEI_@C?MBe@p@SCa@KI?
8231184,16,올팍 장미공원까지 스프린트 ,15573,45037,0.23,-0.6,37.51541,127.130098,37.513246,127.128998,cwicF{v{eWiBbA_Br@_@`@{@t@w@Ne@B}@C_@^aDv@FS
27728091,17,Bridge to Bridge Northside,15414,86303,0.81,0.0,37.553475,127.044198,37.550652,127.03591,gkjcFum{eWxBo@`@_@NId@Bz@Ef@K`@UbAs@`@U`@Mh@Id@Sh@K`@Of@Kf@Ch@?ZHJdDMf@[Z]`@c@To@VmATg@NYDVFTCd@Bd@N`@RR@nA@l@Fz@j@\^Tb@JZCRLj@DLXb@r@n@\rB?\BLhA~@n@t@^VRV?HZv@Nl@?TJ~@Gn@IVKp@GJ_@Ve@Re@NW@]\I^Cb@Qj@_@V}@b@GWKQGUO[Bi@JSJs@AOOa@Ly@c@wAMM_@Uc@Sg@OyAq@_@Ua@[gAc@[WSYa@Ss@{@Ya@a@a@EOKq@Wg@[]c@WaAeB}CoD_@]Ma@Rg@NKvB}@LSXIb@DrAIf@Q`@SdAw@b@Qv@Od@UjAg@h@G`@?r@DHHBn@PjBC`@QVcAx@_A`@e@LMHe@De@PSB@Bf@A`@@d@Rb@Lf@Bf@?l@L^TbAt@\x@Fl@Rd@\d@n@r@Jr@Lh@FJBn@dAt@Xh@X^b@VLh@Zp@H^@z@Dl@UnACTOf@a@Tc@P_ANIDIT?JIp@Qh@a@Zo@XM@I_@Gc@QQGk@LI@UBUJO@C@OCa@KGHy@EWSYAISg@y@k@WK[Ic@Ui@SoAu@kAe@OMYa@SIuA_BKC]]Ic@]gA]a@_@QOQu@iA_@c@EQ_@]qA}Ao@k@GYLc@?IVOd@MhAg@PS`@KXDfAGLCXIf@Yv@g@bA_@f@Kd@U`Bk@`BK^F@x@Fj@Dr@?j@yAxAgA`@gAHs@PADHJf@Jh@Fb@Lh@Bf@?b@Hb@NtA`AXb@PhAV^^\b@l@Dt@Jn@LV?p@\^d@Vz@p@f@NTRGn@^`A?jBCl@Gt@O|@e@Tc@Pg@Dc@PKhAOb@{@r@a@RICIWKUBY[KGKAODOFKPw@DCEkAFu@c@uAaAaA_Ac@i@MYM{@m@UKe@Ic@W[YMOUIm@_A}@m@Wk@Q{@[q@a@YQGY]oAoBOI}AyBMK_@UM]?GL]NG
17567260,18,lululemon - Han River,14823,68623,2.0,-0.3,37.520116,127.093886,37.519635,127.071912,udocF{rweWXI`AS^FNCPG^@XGJAVKJBPEZBTERBREH?HGDDBCJ@HGN@NKTAz@c@J@^E
12333537,19,Memory Gongs,14682,65171,0.12,9.9,37.503671,127.069559,37.504296,127.068669,{ykcFyk|eWyDZWJkCb@sAPkAHiB\kA\eBxA[PYFm@CIJa@MMKM@GCCBGCUBOGOYSGI@?Di@HEEUCOBE?[OGDMIIMa@UA@OUMIKACAM@IAMLUDQAC@GEAICAKDK?[HgAKu@EM@]EIQGEi@?SDMGO@KDe@CODOGSSgA??BKB[Q@_@GMYb@FLWd@KHc@j@A@]AQDQCYD]?ICa@CU@KGK@IEOBW?[I]Q]?ELC?wAs@K@UMI?QFW@IJCJGFGd@c@|@_@\Q@{@]QQGQGG]QKS
13069367,20,양화대교(남->북),13441,21843,1.0,-1.2,37.539466,126.900762,37.546336,126.907938,aqncFaf|eWg@YCQICIMQGWJUOMASQIOAOEAIOMWAKIGAGGCMQASg@WKYQAQQEKIEKUIKEKYIQOEIQOCE?GDEACC?@AIQ
17194605,21,Wonhyo2Mapo,13195,59337,1.19,-0.2,37.530354,126.951454,37.53672,126.942009,m{mcFy~ueWEGICCEKAACFIDS@QEIFUIG?EBMJIAO@ECKHMCE@SBIEC@KBOFI@[DE@GJSH_@AGBMAQF[AG@GIUFk@EGFI?KDUFGFQCUC@KGCE@MCCFQ@_@GUJYBWCU@o@E_@AEE?ACIYLg@EYNm@@OAEEC?E?g@FGAMJID?BEGEAGKIGCG@KSKDIAAOPm@DGF@V_@PK?ELQDUCEA?@CGILOFABKAI@EIA?QMS?MQa@Ei@EM?QCE?OQCUBGGQ?]FGCU]SGGEMUi@YQY]I]EG?GDG@MPED[BIDSCKDSAOGIKSBKFSDMLQVCFB@@BCFIHIBEAOIOQGKAKQWSGS?KES[AKM]OO]EKGGWK?EGC?QU
23003952,22,올림픽대교(남단) -> 천호대교(남단),12872,63068,1.52,0.0,37.530151,127.107904,37.541848,127.116207,ccocFwoyeWHIB@LM^MNAV?VHH?HFJ@FHLBH?LLJ@b@A`@EXF\@@CHARNH@JFj@?TOb@QL?JCF@PKRANG^SNYJEXAJGLSPELGb@GJBVCX?ZMlAQPGd@A\BLKJ?PFREv@HVCLHPGNIr@NLINCNLRVVDFJL@RN`@BNGb@El@]XI\Oh@k@PC`@@XHX@HFLDPLt@D^FtAf@d@FVJX\ZPHBVAHBH?XKz@Mh@MXEZFV@d@DVFVBNFH@NTHXp@`@\j@b@\@D`@\F?JJLHb@EZXRWFEV?LFHRHHDJJDBJADFBPTA\Hf@Bf@FLLh@@TBBDCFNBAJDVNXJD?\Gd@PNLLFJr@Id@H^?TDPCl@OJK?KCM@a@JK@ICEFDLp@v@AHLP?HZV@TCL@ZGFKACBA\B@SL]D[?AACD[xAHj@AVBVAt@ELOLORAJIL
11845336,23,Yanghwagyo - Han,12827,74876,0.62,-0.7,37.548206,126.881084,37.553144,126.878001,kwicFktveWTq@H]JwA?k@COYo@_@qAAOKOe@kAIIMWWUO[?a@L}@AYGWa@m@M]@OLW@KESS_@E[B]DILGTERYJc@Fw@Na@Ji@?GBWDEPIJ@XCTBNFL@DAJIDO?Ii@_B
2413157,24,청와대로 동행 Cheongwadae-ro Eastbound,12732,66472,0.8,-0.8,37.5833459,126.9739714,37.580988,126.9801445,ogjcFoizeWSi@KKWe@GEKe@QUSQIWOOMc@G]Ck@?WIQ@IGg@I}@JwAQUAIDYc@mAIm@@a@Mq@?YFg@HSEa@@MDQ\YAWJSN{@DCVKHYAGKM?]O_@A]BUCQ@UGGCc@I[KQCI?Y@MFM
17428885,25,마포대교to서강대교,12213,49875,1.35,0.4,37.537285,126.941574,37.543169,126.929527,ixmcFirefWJGRGLKFQV]L[Cg@Ha@P_BH[NwAn@_D^cCB]`@qBD_@|@mCN}@Ao@Kk@Um@QYG_@Ws@I_@_@u@OQo@a@MAsAF_@LcABy@Nk@@WBu@Pq@FcBF]Fo@Ra@PwBnAw@n@KJORO^o@jAu@fBKLUj@W\i@lB?JGRWj@BZPj@X\x@x@LPj@f@\RlCbCvBtAr@ZH@x@`@~@^j@Xf@JVLj@PtB\BH
11845321,26,Mokdonggyo - Yangpyeonggyo,12162,63123,1.1,0.0,37.530775,126.889203,37.539991,126.888573,{fncFmsafWHh@Ch@BlA@Fj@h@JPBLGz@Kn@Ah@Dx@Hh@@pASvAAXQz@OVa@^Yf@OP
5422492,27,여의도공원 (Start/Finish @ Entrance #12),12055,201854,2.49,0.1,37.526306,126.923902,37.526178,126.923796,_qmcFiydfWZKRQh@ITQJa@AUJ_ABKb@m@t@g@^QHAd@FDCPS@EFM?MHYNWL_@f@cAVaBF]FI^KJ?`@Gh@ANAFER[FUb@y@HaANk@De@Ga@?QHUR[RMn@AFEDa@FSRWFYPQl@_@^K^[XORU\Md@Cd@Mx@g@Vc@h@_@TGVUDCh@?J@VLZ\RN~A^V@vA[p@?d@BH?ZQPOLQHAr@Fb@GN@\PJ?FHLHBAAA^I~@RVEZ?HCXYHEf@CHGf@c@FI@IROREb@AVKTAFCN@FIHCv@Af@QNRb@JTLVDPJHCJAFCX?b@C`@Dz@?ZF|@BXI\AVOR@JCb@ADBFE?EVC@CF?BMHEZAD?NJBAR?VV@DHBAB?EKOI?GDQ@KSICG@[Li@^SBWAIEK@IA_@Nc@B]H]Bi@U{@?YGW?]Fc@TOGSUMC[QU?SKGIm@PO@UCQ@YPGAe@JQLSCO@YPIJWPOFQJc@Fm@j@G?GC[TOOWECEIASFKFGAIEEKI?MMMGa@Ds@E[HcAf@aACUCu@?k@Tg@LI?a@Sk@ASCWWU][M[?WDWNUJSLOFUTw@l@s@\I?IKKBc@VYXsBjAk@n@[~@GFIFY?WNOVKX@h@WdAOhAq@vBKFQFmBFMDM\GdAMh@Oh@]j@Yj@Qr@QXKFQ@ME_@Do@^s@bAId@GNCPMj@S^GDe@DSNSDQFEACK
6471711,28,여의도공원 산책로 트랙,12016,204389,2.51,0.0,37.524679,126.921424,37.524584,126.921311,gckcFuaafWfCpDv@`ARNj@n@v@pAjApA|@lA`AhAPVdBrB
16715116,29,한강철교 → 한강대교,11457,54520,0.52,-1.9,37.523248,126.955949,37.52068,126.960827,usmcF}obfWKGUYs@o@g@q@{@w@QWgAk@sA_A_@a@q@i@eAcAwBiB}@o@UW
1980921,30,서린동 82 4 Climb,11265,28060,0.82,5.0,37.5684755668394,126.98589750577416,37.56902969445807,126.97867280815446,_jlcFepafWJE~AHt@A`@BrAV\@VDf@@`@Hd@Gn@Nt@@f@HpABh@Ff@@lAC~@NXLLLF@`A|@bCnCh@|@hB`CvAtBv@`ARNj@n@v@pAjApA|@lA`AhAPVhBvBlA`BnAvA|D`D|CdB
16086791,31,탄합~CU스프린트,11141,55387,1.9,0.2,37.519188,127.06791,37.518749,127.087809,ajncF_dcfWcBs@KCa@RODoAp@e@`@mB~@wC~AIH[JcBv@c@NINC^KR{@h@_@J_@Vo@X_@R
14710004,32,SLakeCircle Start East,10662,167998,2.65,0.0,37.513088,127.106923,37.512999,127.107182,w_jcFu{_fWsBgAqByAKIo@Uc@a@{D_Fm@m@kAsAi@s@[m@gBqB_AoAeBkB}AmBcA}AuBcCoAgBmAyA_Ag@_@IgAQo@Ho@Ko@A{AKcAAQE_@?oAM]?]D_@Ii@E_AUIE_AGq@A[C
6884991,33,석촌호수 런닝코스,10541,166317,2.53,-0.0,37.507053,127.098628,37.507086,127.09861,kpncFs|afWBR?JS~@KJGVIh@AbAKTGZ_@x@Ml@INEReAt@QTGA_@FMAMB]GQAe@Hc@Lm@@MBaAFaAVUJUXI\?h@ET?f@@HUj@CTHVLHF\EZDROj@@FPPCHFTGN@PLV@l@JTD@
9536331,34,tree alley ,10447,30666,0.36,4.8,37.548822,126.992996,37.551268,126.990714,{`mcFkx~eWOl@EX?b@U|@CR]r@MNIB?JYPEFE@EJKJQj@Kn@ILKXKHAHMHGV_@XYCy@ZGH?TQXGNSDG?YTG@ECE@]COBGAWDOIM?GDK?EECA[RKP[NCFEBGAQDKFGLSPCR]j@I?MFUD
26829624,35,만남의광장 에서 족구장까지 업힐 JS1,10023,126650,0.59,2.7,37.517979,127.117077,37.51804,127.122705,wkncFwklfWFULKJODMPIDOHGFIJaAJMLe@@OHMFa@HS?OHSGM@DAEFDCGL?JDFEJ@HCDFJIL?@BF?BCLCBCF?LG?BJKD@FCJATUPABGACHGBMHIFYFK?IB?BO@AN?BEAI@DJ@LHPDDEPCB@JAF@NGBGlAAJGl@@HD?[Ld@LHBHFFLDDFP@NJHTLBLJNBCF@BRXF@DF@AJF@BHD?BJDBHJH@DB?LJBA?G?RLL@BF@BA?CFCCHBDHDBC?HB?NLAJJF?N@G?BFDAf@BJBC@B@v@BLCl@AN@XP\
10499895,36,Foot Bridge,9956,50019,1.62,0.1,37.541148,127.031591,37.543689,127.024437,ecmcFydlfWJFAJD@ADB??DEJ?NEHBDCLD\LLFVPVDRPZHRTb@VFR^XGBCJC\CNJNDNJH?TEBCL@TSJ?HEj@BTABC@CF?DGJEB@ZGDBBDJH^FPC\XVDNEP?VL^VRCT?NFB?FFXERAFIJBDHBEFAFBFABCD?HGNJPOLA?GBC?i@KQCUXg@@]PMBMBe@FINKNi@HKF]HKAQD?Na@CWSWF_@MQAKD]CMDo@AK@CD@j@IHEFMPEJIFGDIFEF@DDLDVE\BXAPIBPEx@DV?HEFOh@CZ?FPPFRBx@JPRHRNR^Hh@PXPLX^\J^\^Ax@OXC\Ll@ATVBFJF?BHFBTPDFJDCNBJFFF?BJBBDT?HFLDF?FBHAHDDCFJFBDDTODEF?AQP@NEJDDCBBBAFBBD`@H?PFLFAJI^Af@JDBDJTFPCLQJEPEN?JALENMFCd@FLLZJHUFY\u@J]?QE]FORcA`@q@JCLSFQp@oAJILUPO^o@XkA?e@Rc@RWDO@WFSFIDKT{BRq@
8584198,37,여의도공원 Conrad Entry,9053,87275,2.66,0.0,37.526845,126.925087,37.526544,126.92444,yxlcF}zkfWfAKpASXIZ@XEJIBG@GCC?FEBc@VCNFRL?HJF@VAJHJ?JFF?XRDANNJDNEXFd@?HED@b@MJADEHCLKNWHCAEFGJEVY?[@GBCLE@G@EEQF_@FOAQBE
7440088,38,[휴레] 남산업힐(약수터->버스정류장),8742,25443,1.77,5.4,37.550442,126.998881,37.550763,126.991291,u~mcFk|lfWF@d@?ZDNG`@ETK^Bl@IRIX@PFNT^\\NH@ZVRFJLFRTXXPHLXTJLRL@HL?DHBBFADBRTBHLR?f@LvAAH@PE\D^H^NTF@NJJBPAFBNCFBH\JJF\JHTZL\Sg@AI[[GYMM
13794817,39,잠실대교>청담대교,8024,25754,2.02,-0.2,37.527847,127.088528,37.529363,127.06644,{tkcFgeffWDJRM@DEDPGF@FHD@D?FKHFh@JDCHF@FNMRDDIP@FMAENEHKXIPCNMf@SAG@GJGD?CMBEd@@JBNKJIDAJD@DHELBBADYBCLAPFj@ATYD@LLRHLNDAHPDC\@HF@DNFPANIf@KJ@VJ\?LIJ@^JJJV?TAh@QXA@FFAFKBA@EHFNIPBRAHCBBJ@BCBGHCD?CEJEH?`BZAGOBCK
14201892,40,상암구름다리,8013,19531,0.22,5.9,37.56052,126.889403,37.560929,126.891083,{eocFkrmfW@RDDJDVARUJA\OTGDGHGZGZ@LEDDPEp@Zh@DPFh@?nAQNBJLT@h@S`@g@FCFAFE\TJMNEJA^YPCHBd@ZZz@FZJhAZz@RXJVH^Bd@Fh@Xn@VZ\h@JHJ@LPFP?DDDH\^b@d@bATLXBBBF?NNJCHPLLD?DCJAXP
33377239,41,중랑천 우안 하행(장안교-장평교) by 마부작침,7983,35213,0.94,-0.2,37.580333,127.076587,37.571998,127.077627,{tmcFk|lfW\Xt@^NN^l@dAv@h@l@BFJ@HNVJPZLHAZHn@@n@ET@JAXRz@TTJRFBLCd@JLPDDHTPT^p@@F@@GWY_@Sa@KMKUGAOOUCi@SU_@GW@WDQAK@OCQ@SK{@Ae@EI
26075850,42,탄천(장지천-광평교),7890,39690,1.47,-0.5,37.477824,127.117594,37.488925,127.109018,}uncF_dlfWXYJSLSZWZa@NKPY`Aa@vA_@b@]FOHIBIFKRM^k@Ds@b@eALw@@i@JMRKb@Gb@@JC`@Uh@Kj@]LSPa@DC@MFOPENB\Av@Q`@Ar@K^?L@j@VLDb@\r@b@x@x@VPPV^`@\RLBLJd@z@HxAA\BPCn@P|@HNLHj@F?@JBVLdAhB?GM[[i@KGIUKIIMECQ@QAICOKMUIWCg@EU?YFW?KGw@IMKi@[k@QCGEGKu@w@WO]_@QG[c@[Ya@Sq@c@
